id,market,success,active,lastpricesupratio_7,lastpricesdiffperccumul,movingaveragecomp_lower_of_ma7_ma22_in_1h,movingaveragelatestdiffcumul_30m_ma7_last_7,movingaveragelatestdiffcumul_15m_ma7_last_7
1075,ZECBTC,0,0,1,1.0786,-0.78,1.0821,0.4035
1076,ICXBTC,1,0,1,0.8809,0.16,0.5373,-0.2744
1077,LTOBTC,1,0,0.83333333333333,2.0283,-0.87,0.0934,1.1909
1078,XMRBTC,0,0,0.83333333333333,0.0897,0.55,-0.5211,-0.2022
1079,EOSBTC,0,0,0.83333333333333,0.1573,0.32,0.6225,-0.1711
1080,BNTBTC,1,0,0.83333333333333,0.5062,0.72,0.4582,-0.3968
1081,DASHBTC,0,0,1,0.5885,-0.27,0.0038,-0.1793
1082,KAVABTC,0,0,0.83333333333333,0.6427,0.43,0.4415,0.4449
1083,ONTBTC,0,0,1,0.496,-2.54,-0.2992,-0.6848
1084,XRPBTC,0,0,0.83333333333333,0.3583,-0.04,0.0656,0.1974
1085,XTZBTC,0,0,0.83333333333333,0.3613,-0.23,0.284,-0.1702
1086,ASTBTC,1,0,0.83333333333333,3.7889,-0.55,0.5895,0.4368
1087,NANOBTC,0,0,0.83333333333333,0.4861,0.83,-0.1387,-0.1527
1088,IOTABTC,0,0,0.83333333333333,0.4915,-1.18,1.2975,0.7382
1089,QTUMBTC,0,0,0.83333333333333,0.1293,-2.79,-0.4573,-0.5608
1090,ARNBTC,1,0,0.83333333333333,1.8343,0.37,0.3725,1.2486
1091,OGNBTC,1,0,0.83333333333333,0.9615,0.08,-0.8406,-0.4591
1092,BQXBTC,0,0,0.83333333333333,1.0967,-2.50,3.8327,0.6301
1093,DCRBTC,0,0,0.83333333333333,0.6995,-0.91,0.0641,0.2574
1094,NASBTC,0,0,0.83333333333333,3.5391,-2.07,0.7283,1.1532
1095,PPTBTC,0,0,0.83333333333333,1.2728,-0.23,1.1738,0.7716
1096,WANBTC,0,0,0.83333333333333,0.18,0.49,0.4186,-0.0451
1097,ENGBTC,0,0,0.83333333333333,3.2133,-0.44,0.723,0.8599
1098,KNCBTC,1,0,0.83333333333333,0.1711,0.74,-0.393,-0.4379
1099,NEOBTC,0,0,0.83333333333333,0.6706,-2.25,0.1534,0.5241
1100,ALGOBTC,0,0,0.83333333333333,0.5638,-1.88,2.7354,2.4129
1101,REPBTC,0,0,0.83333333333333,1.7302,-2.95,2.1864,1.7951
1102,BTGBTC,1,0,0.83333333333333,0.5136,-0.46,-0.0466,-0.5372
1103,HCBTC,0,0,0.83333333333333,1.1475,-3.62,1.447,1.3306
1104,HIVEBTC,0,0,0.83333333333333,0.1302,-0.42,0.8419,-0.0686
1105,KMDBTC,0,0,0.83333333333333,0.6591,0.33,-0.3639,0.1711
1106,LRCBTC,1,0,0.83333333333333,1.2104,3.98,-0.5902,0.3357
1107,RENBTC,1,0,0.83333333333333,1.0773,0.06,0.8608,1.3332
1108,XLMBTC,1,0,0.83333333333333,0.6809,-0.09,-0.3294,0.0585
1109,ZENBTC,0,0,0.83333333333333,0.0903,-0.83,1.1948,-0.5655
1110,FTTBTC,0,0,0.83333333333333,0.3131,-0.15,0.1084,0.104
1111,RLCBTC,0,0,0.83333333333333,1.3904,-1.68,-2.406,-0.9265
1112,STXBTC,0,0,1,1.0342,1.25,-1.8933,-1.7
1113,SKYBTC,1,0,0.83333333333333,0.1512,0.23,0.3701,0.3782
1114,AIONBTC,0,0,0.83333333333333,0.2768,-0.02,-0.4847,-0.7489
1115,ATOMBTC,0,0,0.83333333333333,0.9841,-2.91,1.2708,-0.6393
1116,BLZBTC,1,0,0.83333333333333,1.9111,1.78,-2.3641,-2.4279
1117,LENDBTC,1,0,0.83333333333333,2.6041,-2.25,1.7254,2.5885
1118,ADABTC,0,0,0.83333333333333,0.3709,-1.24,-0.0404,-1.0682
1119,ARKBTC,0,0,1,1.4862,-0.41,0.156,0.4
1120,TOMOBTC,1,0,0.83333333333333,2.1163,-3.32,4.921,0.6972
1121,BNBBTC,0,0,0.83333333333333,0.3376,-0.37,-0.0551,-0.0092
1122,EVXBTC,1,0,0.83333333333333,0.6787,-0.58,1.0979,0.6539
1123,PNTBTC,1,0,0.83333333333333,0.8112,0.22,-0.2873,-0.3922
1124,BATBTC,0,0,0.83333333333333,0.6256,0.21,0.1104,0.3371
1125,WAVESBTC,0,0,0.83333333333333,0.6734,-0.06,-0.1045,-0.1745
1126,NEBLBTC,1,0,0.83333333333333,0.685,-0.27,0.1734,0.1556
1127,OAXBTC,1,0,0.83333333333333,0.491,2.42,-6.2651,-0.2581
1128,BCDBTC,1,0,0.83333333333333,0.392,-0.46,0.2405,1.1333
1129,LSKBTC,0,0,0.83333333333333,0.213,-0.30,0.0349,0.0117
1130,ETHBTC,0,0,0.83333333333333,0.3788,-0.64,0.8569,0.4659
1131,ZRXBTC,0,0,0.83333333333333,1.2946,-2.10,-1.5614,0.7856
1132,BCHBTC,0,0,1,0.2561,-0.87,0.9371,-0.0764
1133,LINKBTC,0,0,0.83333333333333,0.4396,-1.07,0.0513,-0.1237
1134,SOLBTC,0,0,0.83333333333333,0.4167,0.54,0.016,1.0212
1135,FTMBTC,1,0,0.83333333333333,17.812,0.09,5.3819,8.8274
1136,GVTBTC,0,0,0.83333333333333,0.672,0.79,-0.4049,0.2144
1137,WTCBTC,0,0,0.83333333333333,0.5583,-1.89,-0.6936,0.3661
1138,BANDBTC,0,0,0.83333333333333,1.7863,-0.72,1.9158,0.6153
1139,CHRBTC,1,0,0.83333333333333,1.7613,-1.34,1.7393,0.3357
1140,GASBTC,0,0,0.83333333333333,0.1765,-0.54,0.0522,0.0747
1141,LUNBTC,0,0,0.83333333333333,0.9957,-0.01,-0.0971,0.1401
1142,STRATBTC,1,0,0.83333333333333,2.3194,-1.57,1.4413,2.2498
1143,STEEMBTC,0,0,0.83333333333333,0.6811,-0.33,0.267,0.2084
1144,ARDRBTC,0,0,0.83333333333333,1.2383,-0.41,1.3316,1.6861
1145,ENJBTC,0,0,0.83333333333333,0.1562,-0.12,0.4762,-0.3869
1146,KAVABTC,1,0,0.83333333333333,0.4476,-0.24,0.2911,1.0478
1147,ONTBTC,0,0,0.83333333333333,0.2412,-0.05,-0.9445,-1.1208
1148,ETCBTC,0,0,0.83333333333333,0.2832,-0.53,0.2028,0.1594
1149,LTCBTC,0,0,0.83333333333333,0.2951,-0.43,0.4338,0.2166
1150,OMGBTC,1,0,0.83333333333333,0.4137,-0.48,-1.8633,-0.9871
1151,EOSBTC,1,0,0.83333333333333,0.6414,-0.80,0.7841,0.4598
1152,MCOBTC,0,0,0.83333333333333,0.0676,0.23,-0.2381,0.1223
1153,MDABTC,0,0,0.83333333333333,1.8323,0.14,0.4393,0.9747
1154,NULSBTC,0,0,0.83333333333333,1.4564,-4.51,1.3672,-0.723
1155,XRPBTC,0,0,1,1.0493,-1.09,1.2398,0.8757
1156,ZECBTC,1,0,0.83333333333333,0.2372,-1.68,0.2765,0.3037
1157,WPRBTC,0,0,0.83333333333333,5.242,2.04,1.0699,1.5303
1158,XTZBTC,0,0,0.83333333333333,0.4323,-1.04,-0.2081,0.0955
1159,COMPBTC,1,0,0.83333333333333,0.463,3.89,-1.7123,-1.7667
1160,ASTBTC,1,0,0.83333333333333,1.7547,-6.13,0.3932,-0.1622
1161,IOTABTC,1,0,0.83333333333333,0.4249,0.09,-0.9215,-0.7268
1162,RDNBTC,1,0,0.83333333333333,1.1259,-0.23,1.3379,1.6728
1163,STORJBTC,0,0,0.83333333333333,1.3075,1.16,-0.3276,0.556
1164,THETABTC,1,0,0.83333333333333,0.5465,0.14,-0.3782,0.1505
1165,XZCBTC,0,0,0.83333333333333,0.706,-0.56,0.1454,-0.5428
1166,KNCBTC,1,0,0.83333333333333,2.881,-0.72,2.3351,3.3596
1167,TNTBTC,0,0,1,1.5939,-0.22,0.8849,1.4175
1168,DASHBTC,0,0,0.83333333333333,0.2361,-0.40,0.1669,0.3992
1169,NANOBTC,0,0,0.83333333333333,0.5273,-0.15,0.3581,0.8819
1170,NEOBTC,0,0,0.83333333333333,0.6485,-0.54,-0.3872,0.2974
1171,BEAMBTC,0,0,0.83333333333333,1.4643,-1.42,-0.00030000000000005,-0.2419
1172,DCRBTC,0,0,0.83333333333333,0.9089,-0.72,0.5381,0.2092
1173,ELFBTC,1,0,0.83333333333333,1.3362,-0.58,-1.1159,-0.5063
1174,VIABTC,0,0,0.83333333333333,0.6558,-0.67,1.1049,0.6538
1175,BNTBTC,1,0,0.83333333333333,3.2857,-5.24,1.0164,1.1324
1176,BTGBTC,0,0,0.83333333333333,1.1127,-1.73,1.7923,0.3289
1177,NAVBTC,0,0,1,17.9441,-1.63,4.2341,5.5604
1178,KMDBTC,0,0,0.83333333333333,1.5737,0.17,0.4692,0.2128
1179,SYSBTC,0,0,0.83333333333333,4.5871,-1.81,0.3796,2.4829
1180,WRXBTC,0,0,0.83333333333333,1.2702,2.84,-0.6115,-0.9302
1181,LRCBTC,1,0,0.83333333333333,2.0238,-1.27,2.5008,2.4067
1182,SKYBTC,0,0,1,1.3304,-1.19,1.3077,0.5856
1183,BNBBTC,0,0,0.83333333333333,0.2047,0.10,-0.6917,-0.3634
1184,NASBTC,1,0,0.83333333333333,3.4471,-1.92,1.16,-0.0032
1185,RLCBTC,1,0,0.83333333333333,0.9169,-0.37,1.6258,0.7759
1186,XMRBTC,0,0,0.83333333333333,0.214,0.07,-0.2286,0.2165
1187,ARKBTC,0,0,0.83333333333333,0.5026,-0.78,-0.1595,-0.1081
1188,ICXBTC,0,0,0.83333333333333,0.577,0.58,-1.376,-0.6841
1189,LTOBTC,0,0,0.83333333333333,1.5442,1.14,0.2444,-0.7841
1190,PIVXBTC,0,0,1,15.844,-2.07,3.5288,6.0848
1191,ATOMBTC,0,0,0.83333333333333,0.5232,-0.25,-1.939,-0.1313
1192,NXSBTC,0,0,0.83333333333333,1.62,-1.79,1.8611,1.4933
1193,ONGBTC,0,0,0.83333333333333,-0.0915,1.96,-3.4487,-1.6263
1194,AIONBTC,0,0,0.83333333333333,0.7339,-0.28,-0.014,0.1174
1195,BATBTC,0,0,0.83333333333333,0.4374,-0.95,-0.0267,-0.7642
1196,INSBTC,0,0,0.83333333333333,0.8579,-0.05,-0.2751,0.1417
1197,PPTBTC,1,0,0.83333333333333,1.1386,-0.08,0.2615,0.3359
1198,WANBTC,0,0,0.83333333333333,0.7958,-0.62,1.314,0.5327
1199,ZRXBTC,1,0,0.83333333333333,2.8053,1.16,-1.6448,0.8103
1200,FETBTC,1,0,0.83333333333333,2.1605,-0.83,0.7167,1.3899
1201,LENDBTC,0,0,0.83333333333333,3.4398,-10.58,2.1128,1.999
1202,ZENBTC,0,0,0.83333333333333,1.1379,-1.11,0.6565,0.2831
1203,BCHBTC,0,0,0.83333333333333,0.8358,-1.48,1.4088,0.4801
1204,HIVEBTC,0,0,1,2.9908,-0.82,1.8656,1.6117
1205,STXBTC,1,0,0.83333333333333,2.3576,0.49,0.3097,1.3896
1206,PNTBTC,1,0,0.83333333333333,1.824,-7.30,3.408,-0.0739
1207,OGNBTC,1,0,1,1.0888,-1.02,-1.7688,-0.1409
1208,ETHBTC,0,0,0.83333333333333,0.3385,-1.22,0.2548,0.6111
1209,GVTBTC,0,0,0.83333333333333,1.0324,-0.85,0.4107,0.0584
1210,RENBTC,1,0,0.83333333333333,1.2025,-0.96,-2.4863,-2.1269
1211,ALGOBTC,0,0,0.83333333333333,0.7447,-0.67,-1.8665,-0.6963
1212,CTXCBTC,0,0,0.83333333333333,2.1533,-1.33,1.1156,1.6263
1213,WAVESBTC,0,0,0.83333333333333,0.1936,-0.45,-0.9688,-1.203
1214,KAVABTC,1,0,0.83333333333333,0.356,-2.15,1.1456,0.5603
1215,STRATBTC,0,0,0.83333333333333,1.0736,-0.92,-2.4997,-1.3
1216,BRDBTC,0,0,1,0.631,-0.45,0.4643,0.1472
1217,SOLBTC,0,0,0.83333333333333,0.3812,0.16,0.2065,-1.5701
1218,ARNBTC,1,0,0.83333333333333,4.3338,-3.10,0.6418,1.2962
1219,MTLBTC,0,0,0.83333333333333,0.5055,-0.15,-0.8956,0.0125
1220,BCDBTC,0,0,1,0.5901,-5.69,-2.9628,-0.6028
1221,COMPBTC,0,0,0.83333333333333,1.5724,2.00,1.8312,-0.0159
1222,NEBLBTC,0,0,0.83333333333333,0.8529,-0.38,-2.908,0.2753
1223,ADABTC,1,0,0.83333333333333,0.474,1.32,-0.4995,-0.3785
1224,BANDBTC,1,0,0.83333333333333,0.2958,-1.57,1.0161,1.0536
1225,CHRBTC,0,0,0.83333333333333,1.441,-2.05,-0.8689,0.7046
1226,KNCBTC,0,0,0.83333333333333,1.1397,-3.45,-1.2535,-1.1383
1227,REPBTC,0,0,0.83333333333333,1.8507,0.27,-0.9207,0.3874
1228,DASHBTC,0,0,1,0.241,-0.44,-0.0516,0.0247
1229,TOMOBTC,0,0,0.83333333333333,1.2508,-5.31,-1.0915,0.4531
1230,ASTBTC,0,0,0.83333333333333,1.2344,-2.27,-2.5456,0.4487
1231,LINKBTC,1,0,0.83333333333333,0.6465,0.47,0.0777,0.4114
1232,STEEMBTC,0,0,0.83333333333333,0.3642,0.01,-0.3577,-0.0913
1233,IOTABTC,0,0,0.83333333333333,0.4168,-0.58,0.3038,0.4989
1234,NULSBTC,0,0,0.83333333333333,4.0997,1.33,-3.3748,-0.7413
1235,LTCBTC,0,0,0.83333333333333,0.2434,-1.15,0.1769,-0.2012
1236,ONTBTC,1,0,0.83333333333333,0.2889,0.96,0.0217,-0.1521
1237,WABIBTC,0,0,0.83333333333333,1.3733,-0.69,0.7921,0.4172
1238,XTZBTC,1,0,0.83333333333333,0.9813,-0.61,-0.3575,0.0444
1239,ETCBTC,1,0,0.83333333333333,0.3984,-0.96,0.182,0.2788
1240,BEAMBTC,0,0,0.83333333333333,1.2268,-1.79,1.0556,0.135
1241,SKYBTC,0,0,1,0.518,-1.33,-0.2824,-0.1637
1242,ZECBTC,0,0,0.83333333333333,0.4269,-1.59,0.2375,-0.0607
1243,CTSIBTC,0,0,0.83333333333333,2.1664,-3.44,2.5306,1.1479
1244,XLMBTC,1,0,0.83333333333333,0.531,-0.41,-0.229,0.4402
1245,BNTBTC,0,0,0.83333333333333,1.2712,-5.26,0.722,-2.6656
1246,OMGBTC,0,0,0.83333333333333,0.4578,-0.49,1.3484,-0.2805
1247,QTUMBTC,0,0,0.83333333333333,0.4041,0.05,-0.1927,0.0075
1248,XMRBTC,0,0,1,0.5084,-0.06,0.7474,0.5238
1249,GRSBTC,0,0,0.83333333333333,0.9507,0.60,-0.4003,-0.079
1250,ATOMBTC,0,0,0.83333333333333,0.6709,1.50,-1.2304,-0.4164
1251,EOSBTC,0,0,0.83333333333333,0.2565,-1.78,-0.0156,0.1808
1252,RLCBTC,0,0,0.83333333333333,1.2703,-4.02,1.7314,-0.1387
1253,BLZBTC,0,0,0.83333333333333,1.5722,-0.63,-0.8606,-0.2232
1254,BNBBTC,1,0,0.83333333333333,0.4185,0.32,0.5148,0.5937
1255,ICXBTC,0,0,0.83333333333333,0.626,0.85,0.0447,0.9789
1256,NEOBTC,1,0,0.83333333333333,0.5636,0.43,-0.6207,0.0648
1257,AIONBTC,0,0,0.83333333333333,0.9152,-0.41,-0.2996,-1.1095
1258,BATBTC,0,0,0.83333333333333,1.4436,-0.55,0.6495,0.7264
1259,NANOBTC,1,0,0.83333333333333,0.8126,-0.30,-0.4815,-1.1432
1260,WTCBTC,0,0,0.83333333333333,1.0947,0.23,1.0979,0.0364
1261,ENJBTC,0,0,0.83333333333333,0.6329,0.77,-0.1503,0.1201
1262,NASBTC,1,0,0.83333333333333,1.538,-2.16,0.755,0.5647
1263,NXSBTC,0,0,0.83333333333333,1.0401,-0.52,-1.8002,-0.6494
1264,XRPBTC,0,0,0.83333333333333,0.3971,-0.85,-0.1282,0.3559
1265,PIVXBTC,0,0,0.83333333333333,1.6921,-3.90,1.6063,0.1432
1266,FTTBTC,0,0,0.83333333333333,0.3002,-0.29,0.3959,0.4715
1267,BCHBTC,0,0,0.83333333333333,0.8522,-2.23,0.5557,0.6421
1268,THETABTC,0,0,0.83333333333333,0.1601,-2.18,1.1105,-1.13
1269,STXBTC,0,0,0.83333333333333,1.258,-2.05,-0.2636,0.8586
1270,WRXBTC,0,0,0.83333333333333,0.7463,2.41,-0.5433,-0.2728
1271,LENDBTC,1,0,0.83333333333333,1.5239,-4.59,-0.4765,0.3213
1272,GASBTC,0,0,0.83333333333333,1.349,1.03,0.0916,0.2746
1273,HCBTC,0,0,0.83333333333333,1.9276,0.12,0.6514,1.4865
1274,BTGBTC,1,0,0.83333333333333,-0.0235,0.65,-1.0398,-0.4302
1275,CTXCBTC,0,0,0.83333333333333,0.8317,-2.34,-1.9717,-1.5028
1276,ETHBTC,0,0,0.83333333333333,0.2411,-0.95,0.2864,0.2901
1277,HIVEBTC,0,0,0.83333333333333,1.5445,-2.27,1.3089,0.5184
1278,RDNBTC,0,0,0.83333333333333,1.2544,-3.19,-0.9943,-0.1623
1279,STRATBTC,0,0,0.83333333333333,0.3731,0.75,-0.7683,-0.347
1280,ZENBTC,0,0,0.83333333333333,0.673,-1.53,1.2575,-0.0955
1281,ARDRBTC,0,0,0.83333333333333,1.6006,0.12,0.9004,0.3588
1282,ARKBTC,0,0,0.83333333333333,0.7503,-0.64,0.2247,0.0562
1283,ENGBTC,0,0,1,1.3885,0.27,0.3469,0.4318
1284,COMPBTC,0,0,1,0.7547,0.90,-0.4884,-0.5529
1285,OGNBTC,1,0,0.83333333333333,0.6802,-0.56,-1.9122,-0.933
1286,PNTBTC,1,0,0.83333333333333,1.556,-4.91,-1.895,-0.4229
1287,REQBTC,1,0,0.83333333333333,3.0047,1.29,-0.6258,0.5769
1288,BANDBTC,0,0,0.83333333333333,0.8171,-3.38,2.8364,1.8316
1289,DATABTC,0,0,0.83333333333333,1.1201,-1.15,0.8578,-0.00019999999999999
1290,WAVESBTC,0,0,0.83333333333333,0.1355,-0.03,0.8211,0.023
1291,SOLBTC,0,0,0.83333333333333,0.5258,0.42,0.028,0.0903
1292,KAVABTC,1,0,0.83333333333333,0.4566,-1.83,-0.1048,0.8725
1293,ARNBTC,1,0,0.83333333333333,0.9184,-6.58,5.0548,-2.0764
1294,RENBTC,1,0,0.83333333333333,2.4084,-2.18,3.2333,1.4069
1295,LINKBTC,1,0,0.83333333333333,1.5966,-5.37,3.4325,0.9223
1296,STEEMBTC,0,0,0.83333333333333,0.4528,-0.04,-0.143,0.3189
1297,REPBTC,0,0,0.83333333333333,0.9188,1.66,-0.3936,0.1898
1298,BCDBTC,0,0,0.83333333333333,0.77,-0.88,-0.4301,-0.6882
1299,ZRXBTC,0,0,0.83333333333333,0.8007,0.72,-1.6668,-0.6826
1300,LTCBTC,0,0,1,0.3386,-0.87,0.2483,-0.2726
1301,ONTBTC,0,0,0.83333333333333,0.7301,-0.69,1.4583,0.0426
1302,SKYBTC,0,0,0.83333333333333,0.3472,-1.06,0.2378,0.068
1303,XTZBTC,1,0,0.83333333333333,0.5199,-1.48,-0.2186,-0.2571
1304,ZECBTC,0,0,0.83333333333333,0.3829,-0.85,-0.6792,-0.8121
1305,BNTBTC,0,0,1,1.4703,-0.55,-0.9283,-1.6524
1306,TOMOBTC,0,0,0.83333333333333,2.4565,1.08,-1.3942,-0.8869
1307,XZCBTC,0,0,0.83333333333333,2.485,-0.78,1.0853,1.2174
1308,ETCBTC,0,0,0.83333333333333,0.3536,-2.31,-0.0793,-0.1094
1309,IOTABTC,0,0,0.83333333333333,0.1146,0.17,-1.0708,-0.7025
1310,STORJBTC,0,0,0.83333333333333,0.8911,-0.87,0.385,0.1917
1311,POABTC,0,0,0.83333333333333,4.691,-1.89,1.8985,1.6978
1312,RLCBTC,0,0,0.83333333333333,0.8251,-1.98,-1.3293,-0.8118
1313,ICXBTC,1,0,0.83333333333333,0.4239,0.92,-0.8816,0.0377
1314,ONGBTC,1,0,0.83333333333333,0.8598,1.04,0.5049,0.0258
1315,XMRBTC,0,0,1,0.1286,0.02,-0.1298,-0.0968
1316,NANOBTC,1,0,0.83333333333333,0.3508,-1.52,2.6422,1.4805
1317,PIVXBTC,0,0,0.83333333333333,1.1762,-2.11,-1.1617,-0.6714
1318,DASHBTC,0,0,0.83333333333333,0.0687,-0.72,0.4092,0.0699
1319,KNCBTC,1,0,0.83333333333333,1.4061,1.48,-0.91,-0.7945
1320,MCOBTC,0,0,0.83333333333333,0.1261,0.30,-0.3607,0.0474
1321,ADABTC,1,0,0.83333333333333,0.8843,-3.50,0.2022,0.7492
1322,ATOMBTC,1,0,0.83333333333333,0.3962,0.89,-0.3724,-0.784
1323,DCRBTC,0,0,0.83333333333333,0.5111,-0.10,-0.9372,-0.4476
1324,EOSBTC,0,0,0.83333333333333,0.2605,-0.89,-0.72,-0.2013
1325,NEOBTC,0,0,0.83333333333333,0.7568,-1.01,-0.153,0.1526
1326,THETABTC,1,0,0.83333333333333,0.3241,-1.44,-0.1798,-0.0582
1327,QTUMBTC,0,0,0.83333333333333,0.3705,0.18,-1.4458,-0.0674
1328,GASBTC,0,0,0.83333333333333,0.3875,0.36,-0.0536,0.1832
1329,XLMBTC,0,0,0.83333333333333,1.0457,-1.01,-0.3371,0.3556
1330,MTLBTC,0,0,0.83333333333333,0.5276,-0.29,0.3699,0.6645
1331,BEAMBTC,0,0,0.83333333333333,0.4523,-0.46,-1.1533,-0.0341
1332,NASBTC,0,0,0.83333333333333,1.1436,-2.53,3.5182,-0.8448
1333,RDNBTC,0,0,0.83333333333333,1.5504,-1.53,1.0946,0.8563
1334,NULSBTC,0,0,0.83333333333333,2.1038,2.53,-0.8473,0.0404
1335,PPTBTC,1,0,0.83333333333333,0.5873,-0.66,0.7525,0.5987
1336,COMPBTC,0,0,1,1.4171,0.71,0.1029,0.6344
1337,ETHBTC,0,0,0.83333333333333,0.286,-0.08,-0.4456,-0.3894
1338,OGNBTC,0,0,1,1.212,-0.65,-0.2221,-1.1873
1339,BANDBTC,1,0,0.83333333333333,0.5536,-1.91,-0.0897,2.4442
1340,BNBBTC,0,0,1,0.4178,-1.33,0.0131,-0.2549
1341,PNTBTC,1,0,1,0.8644,-2.31,-0.4275,-1.3719
1342,AIONBTC,0,0,0.83333333333333,1.2679,0.04,1.2685,1.1083
1343,ZENBTC,0,0,0.83333333333333,1.2613,-0.67,-0.203,-0.0539
1344,CTSIBTC,0,0,0.83333333333333,1.2438,0.75,0.5355,1.2918
1345,RENBTC,0,0,0.83333333333333,2.2875,-3.99,0.8743,-1.0697
1346,WABIBTC,1,0,0.83333333333333,0.8536,-0.68,0.0365,-0.0133
1347,ARNBTC,1,0,1,0.8868,-2.25,-2.1644,-0.2302
1348,OMGBTC,0,0,1,0.6723,0.13,-1.1315,-1.5606
1349,WAVESBTC,0,0,0.83333333333333,0.6424,-0.90,1.5887,0.1817
1350,STXBTC,0,0,0.83333333333333,0.6406,-0.12,-0.3359,-0.5696
1351,BCHBTC,0,0,0.83333333333333,0.2455,-0.43,-0.5432,-0.1627
1352,LENDBTC,1,0,0.83333333333333,3.4168,-1.67,2.1919,-0.6576
1353,ALGOBTC,1,0,0.83333333333333,0.2471,0.22,0.1001,-0.0766
1354,LINKBTC,0,0,0.83333333333333,0.3065,-6.07,-0.4263,-0.5583
1355,REPBTC,0,0,1,0.698,0.08,0.3349,0.961
1356,WANBTC,0,0,0.83333333333333,1.4183,0.33,0.1208,0.0952
1357,BCDBTC,0,0,0.83333333333333,1.2423,1.27,-0.8853,-0.2163
1358,KAVABTC,0,0,0.83333333333333,2.3972,-2.01,-1.8423,0.5316
1359,BNTBTC,0,0,0.83333333333333,1.8184,0.58,-0.6641,2.6615
1360,LUNBTC,0,0,0.83333333333333,1.0208,-0.67,0.3884,0.0215
1361,ZRXBTC,1,0,0.83333333333333,0.8779,0.17,0.5176,0.6084
1362,ETCBTC,1,0,0.83333333333333,0.4062,-0.76,-0.6605,-0.0154
1363,ZECBTC,1,0,0.83333333333333,0.2137,0.49,-1.0497,-0.4525
1364,DGBBTC,1,0,0.83333333333333,1.764,-0.94,1.0777,0.6327
1365,LRCBTC,1,0,0.83333333333333,0.2843,2.36,-2.3016,-1.0777
1366,DASHBTC,0,0,0.83333333333333,0.3924,-0.18,-0.2394,-0.078
1367,XMRBTC,0,0,0.83333333333333,0.2358,0.15,-0.0433,0.0103
1368,BTGBTC,0,0,0.83333333333333,0.0829,0.50,-0.3208,0.0762
1369,ICXBTC,1,0,0.83333333333333,1.6008,-2.32,3.3228,0.3083
1370,PIVXBTC,0,0,0.83333333333333,0.364,-0.24,0.5231,0.6117
1371,KNCBTC,0,0,0.83333333333333,1.2832,-0.05,1.7572,0.1565
1372,THETABTC,0,0,1,1.5894,-2.97,4.2131,3.505
1373,BATBTC,1,0,0.83333333333333,0.2534,0.08,-0.456,0.1869
1374,KMDBTC,0,0,0.83333333333333,1.4239,-0.56,0.4661,0.6342
1375,STRATBTC,0,0,0.83333333333333,0.4096,0.18,0.224,0.5206
1376,HIVEBTC,0,0,0.83333333333333,0.2514,-0.29,0.1629,0.7063
1377,ONGBTC,0,0,0.83333333333333,1.7175,-1.77,3.3991,2.3006
1378,EOSBTC,0,0,0.83333333333333,0.4759,0.45,-0.2336,-0.0832
1379,NEOBTC,1,0,1,0.7553,-0.32,-0.6892,-0.1535
1380,QTUMBTC,0,0,0.83333333333333,0.6228,0.83,-0.2253,0.03
1381,RLCBTC,1,0,1,1.1591,0.47,0.1156,-0.3363
1382,STEEMBTC,0,0,0.83333333333333,0.7729,-0.08,-0.1499,0.1759
1383,XRPBTC,0,0,0.83333333333333,0.1995,0.34,-0.1569,0.2284
1384,ONTBTC,0,0,1,0.8972,0.25,-1.2567,0.1955
1385,XTZBTC,1,0,1,1.2567,-1.76,1.1375,-0.1341
1386,NANOBTC,0,0,0.83333333333333,0.7888,-2.59,1.111,-1.3175
1387,NASBTC,1,0,0.83333333333333,0.236,-1.15,-0.582,-0.3683
1388,SYSBTC,1,0,0.83333333333333,3.7795,0.40,1.1007,1.8253
1389,ARKBTC,1,0,0.83333333333333,0.3213,0.14,-0.5334,0.2977
1390,CTXCBTC,0,0,0.83333333333333,2.4983,-0.72,1.4794,1.737
1391,BEAMBTC,0,0,0.83333333333333,1.1417,0.31,-0.3407,0.0681
1392,XZCBTC,0,0,0.83333333333333,0.3052,-0.63,-0.3395,0.1424
1393,NEBLBTC,0,0,0.83333333333333,0.9328,0.12,0.3731,0.3103
1394,ZILBTC,1,0,0.83333333333333,4.2682,-1.25,1.5174,2.5534
1395,GASBTC,0,0,0.83333333333333,0.5482,-0.16,-0.1906,-0.0154
1396,LSKBTC,0,0,0.83333333333333,0.4077,0.24,-0.4205,0.1637
1397,ELFBTC,0,0,0.83333333333333,6.4775,1.59,0.039,0.532
1398,ATOMBTC,1,0,0.83333333333333,0.5508,-1.58,0.7845,-0.3229
1399,BNBBTC,1,0,0.83333333333333,0.1156,-1.48,1.1541,-0.1491
1400,COMPBTC,0,0,0.83333333333333,0.6601,-0.24,1.5369,0.8464
1401,MCOBTC,0,0,0.83333333333333,0.1126,-0.11,-0.4322,-0.3853
1402,SOLBTC,1,0,0.83333333333333,3.9637,-0.92,1.5796,1.7907
1403,WRXBTC,0,0,1,0.8875,0.22,-0.952,-0.0976
1404,FTTBTC,0,0,0.83333333333333,0.2954,-0.37,0.3653,0.1246
1405,PNTBTC,0,0,1,1.4449,-1.86,0.3753,-0.1915
1406,SKYBTC,0,0,0.83333333333333,0.6078,0.57,0.1587,0.3406
1407,LTCBTC,0,0,0.83333333333333,0.2313,-0.01,-0.076,-0.3311
